indexid,question_id,formula,status,inorder_term,sorted_term,structure_term,constant_term,variable_term
1389,20090400110,\frac{\mathrm{d} ^{2}y}{\mathrm{d} x^{2}}= 6x-6,1,"[['\\$mfrac$mfenced$\\', 'mfrac$mfenced$\\$msup', 'mfenced$\\$msup$mfenced', '\\$msup$mfenced$\\', 'msup$mfenced$\\$mfenced', 'mfenced$\\$mfenced$msup', '\\$mfenced$msup$=', 'mfenced$msup$=$-'], ['\\$mfrac$mfenced', 'mfrac$mfenced$\\', 'mfenced$\\$msup', '\\$msup$mfenced', 'msup$mfenced$\\', 'mfenced$\\$mfenced', '\\$mfenced$msup', 'mfenced$msup$=', 'msup$=$-'], ['\\$mfrac', 'mfrac$mfenced', 'mfenced$\\', '\\$msup', 'msup$mfenced', 'mfenced$\\', '\\$mfenced', 'mfenced$msup', 'msup$=', '=$-']]","[['-$\\$\\$\\', '\\$\\$\\$=', '\\$\\$=$mfenced', '\\$=$mfenced$mfenced', '=$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfrac', 'mfenced$mfenced$mfrac$msup', 'mfenced$mfrac$msup$msup'], ['-$\\$\\', '\\$\\$\\', '\\$\\$=', '\\$=$mfenced', '=$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfrac', 'mfenced$mfrac$msup', 'mfrac$msup$msup'], ['-$\\', '\\$\\', '\\$\\', '\\$=', '=$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfrac', 'mfrac$msup', 'msup$msup'], ['-', '\\', '\\', '\\', '=', 'mfenced', 'mfenced', 'mfenced', 'mfrac', 'msup', 'msup']]","['mfrac$mfenced', 'mfrac$mfenced$\\', 'mfrac$mfenced$msup', 'mfrac$mfenced$msup$mfenced', 'mfrac$mrow$\\', 'mfrac$mrow$mfenced', 'mfrac$mrow$msup']","['mfrac$mfenced$msup$mrow$cn', 'cn', 'mfrac$mrow$msup$mrow$cn']","['mfrac$mrow$msup$var', 'mfrac$mrow$var', 'var', 'mfrac$mrow$mfenced$var', 'mfrac$mfenced$var', 'mfrac$mfenced$msup$mfenced$var']"
1390,20100300104,y =2\sin 2x -3\cos x,1,"[['=$\\$sin$-', '\\$sin$-$\\', 'sin$-$\\$cos'], ['=$\\$sin', '\\$sin$-', 'sin$-$\\', '-$\\$cos'], ['=$\\', '\\$sin', 'sin$-', '-$\\', '\\$cos']]","[['-$\\$\\$=', '\\$\\$=$cos', '\\$=$cos$sin'], ['-$\\$\\', '\\$\\$=', '\\$=$cos', '=$cos$sin'], ['-$\\', '\\$\\', '\\$=', '=$cos', 'cos$sin'], ['-', '\\', '\\', '=', 'cos', 'sin']]",[],['cn'],['var']
1391,20100300104,x= \frac{\pi }{6},1,"[['=$\\$mfrac$mfenced', '\\$mfrac$mfenced$\\'], ['=$\\$mfrac', '\\$mfrac$mfenced', 'mfrac$mfenced$\\'], ['=$\\', '\\$mfrac', 'mfrac$mfenced', 'mfenced$\\']]","[['\\$\\$=$mfenced', '\\$=$mfenced$mfrac'], ['\\$\\$=', '\\$=$mfenced', '=$mfenced$mfrac'], ['\\$\\', '\\$=', '=$mfenced', 'mfenced$mfrac'], ['\\', '\\', '=', 'mfenced', 'mfrac']]","['mfrac$mfenced', 'mfrac$mfenced$\\']",['mfrac$mrow$cn'],"['var', 'mfrac$mfenced$var']"
1392,20100300104,x= \frac{\pi }{6},1,"[['=$\\$mfrac$mfenced', '\\$mfrac$mfenced$\\'], ['=$\\$mfrac', '\\$mfrac$mfenced', 'mfrac$mfenced$\\'], ['=$\\', '\\$mfrac', 'mfrac$mfenced', 'mfenced$\\']]","[['\\$\\$=$mfenced', '\\$=$mfenced$mfrac'], ['\\$\\$=', '\\$=$mfenced', '=$mfenced$mfrac'], ['\\$\\', '\\$=', '=$mfenced', 'mfenced$mfrac'], ['\\', '\\', '=', 'mfenced', 'mfrac']]","['mfrac$mfenced', 'mfrac$mfenced$\\']",['mfrac$mrow$cn'],"['var', 'mfrac$mfenced$var']"
1393,20100300106,xe^{(2x)},1,"[[], ['msup$e$mfenced'], ['msup$e', 'e$mfenced']]","[[], ['e$mfenced$msup'], ['e$mfenced', 'mfenced$msup'], ['e', 'mfenced', 'msup']]","['msup$e', 'msup$mrow$mfenced']",['msup$mrow$mfenced$cn'],"['var', 'msup$mrow$mfenced$var']"
1394,20100300106,\int_0^1 xe^{2x} dx = \frac{(e^2+1)}{4},1,"[['\\$#8747;$msup$e', '#8747;$msup$e$=', 'msup$e$=$\\', 'e$=$\\$mfrac', '=$\\$mfrac$mfenced', '\\$mfrac$mfenced$mfenced', 'mfrac$mfenced$mfenced$msup', 'mfenced$mfenced$msup$e', 'mfenced$msup$e$+'], ['\\$#8747;$msup', '#8747;$msup$e', 'msup$e$=', 'e$=$\\', '=$\\$mfrac', '\\$mfrac$mfenced', 'mfrac$mfenced$mfenced', 'mfenced$mfenced$msup', 'mfenced$msup$e', 'msup$e$+'], ['\\$#8747;', '#8747;$msup', 'msup$e', 'e$=', '=$\\', '\\$mfrac', 'mfrac$mfenced', 'mfenced$mfenced', 'mfenced$msup', 'msup$e', 'e$+']]","[['#8747;$\\$\\$+', '\\$\\$+$=', '\\$+$=$e', '+$=$e$e', '=$e$e$mfenced', 'e$e$mfenced$mfenced', 'e$mfenced$mfenced$mfrac', 'mfenced$mfenced$mfrac$msup', 'mfenced$mfrac$msup$msup'], ['#8747;$\\$\\', '\\$\\$+', '\\$+$=', '+$=$e', '=$e$e', 'e$e$mfenced', 'e$mfenced$mfenced', 'mfenced$mfenced$mfrac', 'mfenced$mfrac$msup', 'mfrac$msup$msup'], ['#8747;$\\', '\\$\\', '\\$+', '+$=', '=$e', 'e$e', 'e$mfenced', 'mfenced$mfenced', 'mfenced$mfrac', 'mfrac$msup', 'msup$msup'], ['#8747;', '\\', '\\', '+', '=', 'e', 'e', 'mfenced', 'mfenced', 'mfrac', 'msup', 'msup']]","['msubsup$#8747;', 'msup$e', 'mfrac$mfenced', 'mfrac$mfenced$mfenced', 'mfrac$mfenced$mfenced$msup', 'mfrac$mfenced$mfenced$msup$e', 'mfrac$mfenced$mfenced$+']","['mfrac$mfenced$mfenced$cn', 'msup$mrow$cn', 'msubsup$cn', 'mfrac$mrow$cn', 'mfrac$mfenced$mfenced$msup$cn']","['var', 'msup$mrow$var']"
1395,20100300108,y =x^3+3x^2-9x+k,1,"[['=$msup$+$msup', 'msup$+$msup$-', '+$msup$-$+'], ['=$msup$+', 'msup$+$msup', '+$msup$-', 'msup$-$+'], ['=$msup', 'msup$+', '+$msup', 'msup$-', '-$+']]","[['-$+$+$=', '+$+$=$msup', '+$=$msup$msup'], ['-$+$+', '+$+$=', '+$=$msup', '=$msup$msup'], ['-$+', '+$+', '+$=', '=$msup', 'msup$msup'], ['-', '+', '+', '=', 'msup', 'msup']]",[],"['msup$cn', 'cn']","['var', 'msup$var']"
1396,20100300111,\frac{\mathrm{d} y}{\mathrm{d} x} = \frac{8}{(x^2)}-2,1,"[['\\$mfrac$mfenced$\\', 'mfrac$mfenced$\\$mfenced', 'mfenced$\\$mfenced$\\', '\\$mfenced$\\$mfenced', 'mfenced$\\$mfenced$=', '\\$mfenced$=$\\', 'mfenced$=$\\$mfrac', '=$\\$mfrac$mfenced', '\\$mfrac$mfenced$msup', 'mfrac$mfenced$msup$-'], ['\\$mfrac$mfenced', 'mfrac$mfenced$\\', 'mfenced$\\$mfenced', '\\$mfenced$\\', 'mfenced$\\$mfenced', '\\$mfenced$=', 'mfenced$=$\\', '=$\\$mfrac', '\\$mfrac$mfenced', 'mfrac$mfenced$msup', 'mfenced$msup$-'], ['\\$mfrac', 'mfrac$mfenced', 'mfenced$\\', '\\$mfenced', 'mfenced$\\', '\\$mfenced', 'mfenced$=', '=$\\', '\\$mfrac', 'mfrac$mfenced', 'mfenced$msup', 'msup$-']]","[['-$\\$\\$\\', '\\$\\$\\$\\', '\\$\\$\\$=', '\\$\\$=$mfenced', '\\$=$mfenced$mfenced', '=$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfrac', 'mfenced$mfenced$mfrac$mfrac', 'mfenced$mfrac$mfrac$msup'], ['-$\\$\\', '\\$\\$\\', '\\$\\$\\', '\\$\\$=', '\\$=$mfenced', '=$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfrac', 'mfenced$mfrac$mfrac', 'mfrac$mfrac$msup'], ['-$\\', '\\$\\', '\\$\\', '\\$\\', '\\$=', '=$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfrac', 'mfrac$mfrac', 'mfrac$msup'], ['-', '\\', '\\', '\\', '\\', '=', 'mfenced', 'mfenced', 'mfenced', 'mfenced', 'mfrac', 'mfrac', 'msup']]","['mfrac$mfenced', 'mfrac$mfenced$\\', 'mfrac$mfenced$mfenced', 'mfrac$mrow$\\', 'mfrac$mrow$mfenced', 'mfrac$mrow$mfenced', 'mfrac$mrow$mfenced$msup']","['mfrac$mrow$mfenced$msup$cn', 'mfrac$mfenced$cn', 'cn']","['mfrac$mrow$var', 'mfrac$mrow$mfenced$var', 'mfrac$mfenced$var', 'mfrac$mrow$mfenced$msup$var', 'mfrac$mfenced$mfenced$var']"
1397,20100300111, \frac{\mathrm{d} ^{2}y}{{\mathrm{d} x}^{2}},1,"[['\\$mfrac$mfenced$\\', 'mfrac$mfenced$\\$msup', 'mfenced$\\$msup$mfenced', '\\$msup$mfenced$msup', 'msup$mfenced$msup$mfenced', 'mfenced$msup$mfenced$\\', 'msup$mfenced$\\$mfenced'], ['\\$mfrac$mfenced', 'mfrac$mfenced$\\', 'mfenced$\\$msup', '\\$msup$mfenced', 'msup$mfenced$msup', 'mfenced$msup$mfenced', 'msup$mfenced$\\', 'mfenced$\\$mfenced'], ['\\$mfrac', 'mfrac$mfenced', 'mfenced$\\', '\\$msup', 'msup$mfenced', 'mfenced$msup', 'msup$mfenced', 'mfenced$\\', '\\$mfenced']]","[['\\$\\$\\$mfenced', '\\$\\$mfenced$mfenced', '\\$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfrac', 'mfenced$mfenced$mfrac$msup', 'mfenced$mfrac$msup$msup'], ['\\$\\$\\', '\\$\\$mfenced', '\\$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfrac', 'mfenced$mfrac$msup', 'mfrac$msup$msup'], ['\\$\\', '\\$\\', '\\$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfrac', 'mfrac$msup', 'msup$msup'], ['\\', '\\', '\\', 'mfenced', 'mfenced', 'mfenced', 'mfenced', 'mfrac', 'msup', 'msup']]","['mfrac$mfenced', 'mfrac$mfenced$\\', 'mfrac$mfenced$msup', 'mfrac$mfenced$msup$mfenced', 'mfrac$mrow$msup', 'mfrac$mrow$msup$mfenced', 'mfrac$mrow$msup$mfenced$\\', 'mfrac$mrow$msup$mfenced$mfenced']","['mfrac$mfenced$msup$mrow$cn', 'mfrac$mrow$msup$mrow$cn']","['mfrac$mrow$msup$mfenced$mfenced$var', 'mfrac$mfenced$var', 'mfrac$mrow$msup$mfenced$var', 'mfrac$mfenced$msup$mfenced$var']"
1398,20100400102,\angle PQR =90^{\circ},1,"[['\\$e$=$msup', 'e$=$msup$\\'], ['\\$e$=', 'e$=$msup', '=$msup$\\'], ['\\$e', 'e$=', '=$msup', 'msup$\\']]","[['\\$\\$=$e', '\\$=$e$msup'], ['\\$\\$=', '\\$=$e', '=$e$msup'], ['\\$\\', '\\$=', '=$e', 'e$msup'], ['\\', '\\', '=', 'e', 'msup']]",['msup$mrow$\\'],['msup$cn'],"['var', 'msup$mrow$var']"
1399,20100400102,y =8-\frac{2x}{3},1,"[['=$-$\\$mfrac', '-$\\$mfrac$mfenced'], ['=$-$\\', '-$\\$mfrac', '\\$mfrac$mfenced'], ['=$-', '-$\\', '\\$mfrac', 'mfrac$mfenced']]","[['-$\\$=$mfenced', '\\$=$mfenced$mfrac'], ['-$\\$=', '\\$=$mfenced', '=$mfenced$mfrac'], ['-$\\', '\\$=', '=$mfenced', 'mfenced$mfrac'], ['-', '\\', '=', 'mfenced', 'mfrac']]",['mfrac$mfenced'],"['mfrac$mfenced$cn', 'cn', 'mfrac$mrow$cn']","['var', 'mfrac$mfenced$var']"
1400,20100400102,A m^2,1,"[[], [], []]","[[], [], [], ['msup']]",[],['msup$cn'],"['var', 'msup$var']"
1401,20100400107,y =\sqrt{2x+5},1,"[['=$\\$msqrt$+'], ['=$\\$msqrt', '\\$msqrt$+'], ['=$\\', '\\$msqrt', 'msqrt$+']]","[['\\$+$=$msqrt'], ['\\$+$=', '+$=$msqrt'], ['\\$+', '+$=', '=$msqrt'], ['\\', '+', '=', 'msqrt']]",['msqrt$mrow$+'],['msqrt$mrow$cn'],"['var', 'msqrt$mrow$var']"
1402,19950100112,y = x^{2},1,"[[], [], ['=$msup']]","[[], [], ['=$msup'], ['=', 'msup']]",[],['msup$mrow$cn'],"['var', 'msup$var']"
1403,19950100112,y^{2}=x,1,"[[], [], ['msup$=']]","[[], [], ['=$msup'], ['=', 'msup']]",[],['msup$mrow$cn'],"['var', 'msup$var']"
1404,19950100112,360^{\circ},1,"[[], [], ['msup$\\']]","[[], [], ['\\$msup'], ['\\', 'msup']]",['msup$mrow$\\'],['msup$cn'],['msup$mrow$var']
1405,19950100112,y = \left ( x-1 \right )^{2},1,"[['=$\\$e$msup', '\\$e$msup$mfenced', 'e$msup$mfenced$-', 'msup$mfenced$-$\\'], ['=$\\$e', '\\$e$msup', 'e$msup$mfenced', 'msup$mfenced$-', 'mfenced$-$\\'], ['=$\\', '\\$e', 'e$msup', 'msup$mfenced', 'mfenced$-', '-$\\']]","[['-$\\$\\$=', '\\$\\$=$e', '\\$=$e$mfenced', '=$e$mfenced$msup'], ['-$\\$\\', '\\$\\$=', '\\$=$e', '=$e$mfenced', 'e$mfenced$msup'], ['-$\\', '\\$\\', '\\$=', '=$e', 'e$mfenced', 'mfenced$msup'], ['-', '\\', '\\', '=', 'e', 'mfenced', 'msup']]","['msup$mfenced', 'msup$mfenced$-', 'msup$mfenced$\\']","['msup$mrow$cn', 'msup$mfenced$cn']","['var', 'msup$mfenced$var']"
1406,19950200106,\int\sqrt{\left (3x-1  \right )}\mathrm{d} x,1,"[['\\$#8747;$\\$msqrt', '#8747;$\\$msqrt$\\', '\\$msqrt$\\$e', 'msqrt$\\$e$mfenced', '\\$e$mfenced$-', 'e$mfenced$-$\\', 'mfenced$-$\\$\\', '-$\\$\\$mfenced'], ['\\$#8747;$\\', '#8747;$\\$msqrt', '\\$msqrt$\\', 'msqrt$\\$e', '\\$e$mfenced', 'e$mfenced$-', 'mfenced$-$\\', '-$\\$\\', '\\$\\$mfenced'], ['\\$#8747;', '#8747;$\\', '\\$msqrt', 'msqrt$\\', '\\$e', 'e$mfenced', 'mfenced$-', '-$\\', '\\$\\', '\\$mfenced']]","[['-$#8747;$\\$\\', '#8747;$\\$\\$\\', '\\$\\$\\$\\', '\\$\\$\\$\\', '\\$\\$\\$e', '\\$\\$e$mfenced', '\\$e$mfenced$mfenced', 'e$mfenced$mfenced$msqrt'], ['-$#8747;$\\', '#8747;$\\$\\', '\\$\\$\\', '\\$\\$\\', '\\$\\$\\', '\\$\\$e', '\\$e$mfenced', 'e$mfenced$mfenced', 'mfenced$mfenced$msqrt'], ['-$#8747;', '#8747;$\\', '\\$\\', '\\$\\', '\\$\\', '\\$\\', '\\$e', 'e$mfenced', 'mfenced$mfenced', 'mfenced$msqrt'], ['-', '#8747;', '\\', '\\', '\\', '\\', '\\', 'e', 'mfenced', 'mfenced', 'msqrt']]","['msqrt$mrow$\\', 'msqrt$mrow$e', 'msqrt$mrow$mfenced', 'msqrt$mrow$mfenced$-', 'msqrt$mrow$mfenced$\\']",['msqrt$mrow$mfenced$cn'],"['var', 'mfenced$var', 'msqrt$mrow$var', 'msqrt$mrow$mfenced$var']"
1407,19950200106,\int_{1}^{5}\frac{\left ( 4 \right )}{\left ( 3x-1 \right )}\mathrm{d} x,1,"[['\\$#8747;$\\$mfrac', '#8747;$\\$mfrac$mfenced', '\\$mfrac$mfenced$\\', 'mfrac$mfenced$\\$e', 'mfenced$\\$e$mfenced', '\\$e$mfenced$\\', 'e$mfenced$\\$\\', 'mfenced$\\$\\$e', '\\$\\$e$mfenced', '\\$e$mfenced$-', 'e$mfenced$-$\\', 'mfenced$-$\\$\\', '-$\\$\\$mfenced'], ['\\$#8747;$\\', '#8747;$\\$mfrac', '\\$mfrac$mfenced', 'mfrac$mfenced$\\', 'mfenced$\\$e', '\\$e$mfenced', 'e$mfenced$\\', 'mfenced$\\$\\', '\\$\\$e', '\\$e$mfenced', 'e$mfenced$-', 'mfenced$-$\\', '-$\\$\\', '\\$\\$mfenced'], ['\\$#8747;', '#8747;$\\', '\\$mfrac', 'mfrac$mfenced', 'mfenced$\\', '\\$e', 'e$mfenced', 'mfenced$\\', '\\$\\', '\\$e', 'e$mfenced', 'mfenced$-', '-$\\', '\\$\\', '\\$mfenced']]","[['-$#8747;$\\$\\', '#8747;$\\$\\$\\', '\\$\\$\\$\\', '\\$\\$\\$\\', '\\$\\$\\$\\', '\\$\\$\\$\\', '\\$\\$\\$e', '\\$\\$e$e', '\\$e$e$mfenced', 'e$e$mfenced$mfenced', 'e$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfrac'], ['-$#8747;$\\', '#8747;$\\$\\', '\\$\\$\\', '\\$\\$\\', '\\$\\$\\', '\\$\\$\\', '\\$\\$\\', '\\$\\$e', '\\$e$e', 'e$e$mfenced', 'e$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfrac'], ['-$#8747;', '#8747;$\\', '\\$\\', '\\$\\', '\\$\\', '\\$\\', '\\$\\', '\\$\\', '\\$e', 'e$e', 'e$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfrac'], ['-', '#8747;', '\\', '\\', '\\', '\\', '\\', '\\', '\\', 'e', 'e', 'mfenced', 'mfenced', 'mfenced', 'mfenced', 'mfrac']]","['msubsup$#8747;', 'mfrac$mfenced', 'mfrac$mfenced$\\', 'mfrac$mfenced$e', 'mfrac$mfenced$mfenced', 'mfrac$mfenced$mfenced$\\', 'mfrac$mrow$\\', 'mfrac$mrow$e', 'mfrac$mrow$mfenced', 'mfrac$mrow$mfenced$-', 'mfrac$mrow$mfenced$\\']","['mfrac$mfenced$mfenced$cn', 'mfrac$mrow$mfenced$cn', 'msubsup$mrow$cn']","['mfrac$mrow$var', 'mfenced$var', 'mfrac$mfenced$mfenced$var', 'var', 'mfrac$mrow$mfenced$var', 'mfrac$mfenced$var']"
1408,19950200106,\int_{0}^{1}\sin x\mathrm{d} x,1,"[['\\$#8747;$\\$sin', '#8747;$\\$sin$\\', '\\$sin$\\$mfenced'], ['\\$#8747;$\\', '#8747;$\\$sin', '\\$sin$\\', 'sin$\\$mfenced'], ['\\$#8747;', '#8747;$\\', '\\$sin', 'sin$\\', '\\$mfenced']]","[['#8747;$\\$\\$\\', '\\$\\$\\$mfenced', '\\$\\$mfenced$sin'], ['#8747;$\\$\\', '\\$\\$\\', '\\$\\$mfenced', '\\$mfenced$sin'], ['#8747;$\\', '\\$\\', '\\$\\', '\\$mfenced', 'mfenced$sin'], ['#8747;', '\\', '\\', '\\', 'mfenced', 'sin']]",['msubsup$#8747;'],['msubsup$mrow$cn'],"['var', 'mfenced$var']"
1409,19950200106,y=1+\frac{1}{x},1,"[['=$+$\\$mfrac'], ['=$+$\\', '+$\\$mfrac'], ['=$+', '+$\\', '\\$mfrac']]","[['\\$+$=$mfrac'], ['\\$+$=', '+$=$mfrac'], ['\\$+', '+$=', '=$mfrac'], ['\\', '+', '=', 'mfrac']]",[],"['mfrac$mfenced$cn', 'cn']","['var', 'mfrac$mrow$var']"
1410,19950200106,360^{\circ},1,"[[], [], ['msup$\\']]","[[], [], ['\\$msup'], ['\\', 'msup']]",['msup$mrow$\\'],['msup$cn'],['msup$mrow$var']
1411,19950300106,\frac{(x^2-4)}{x^2},1,"[['\\$mfrac$mfenced$mfenced', 'mfrac$mfenced$mfenced$msup', 'mfenced$mfenced$msup$-', 'mfenced$msup$-$msup'], ['\\$mfrac$mfenced', 'mfrac$mfenced$mfenced', 'mfenced$mfenced$msup', 'mfenced$msup$-', 'msup$-$msup'], ['\\$mfrac', 'mfrac$mfenced', 'mfenced$mfenced', 'mfenced$msup', 'msup$-', '-$msup']]","[['-$\\$mfenced$mfenced', '\\$mfenced$mfenced$mfrac', 'mfenced$mfenced$mfrac$msup', 'mfenced$mfrac$msup$msup'], ['-$\\$mfenced', '\\$mfenced$mfenced', 'mfenced$mfenced$mfrac', 'mfenced$mfrac$msup', 'mfrac$msup$msup'], ['-$\\', '\\$mfenced', 'mfenced$mfenced', 'mfenced$mfrac', 'mfrac$msup', 'msup$msup'], ['-', '\\', 'mfenced', 'mfenced', 'mfrac', 'msup', 'msup']]","['mfrac$mfenced', 'mfrac$mfenced$mfenced', 'mfrac$mfenced$mfenced$msup', 'mfrac$mfenced$mfenced$-', 'mfrac$mrow$msup']","['mfrac$mfenced$mfenced$cn', 'mfrac$mrow$msup$cn', 'mfrac$mfenced$mfenced$msup$cn']","['mfrac$mfenced$mfenced$msup$var', 'mfrac$mrow$msup$var']"
1412,19950300112,y^2=8x ,1,"[[], [], ['msup$=']]","[[], [], ['=$msup'], ['=', 'msup']]",[],"['msup$cn', 'cn']","['var', 'msup$var']"
1413,19950300112,y = 2x ,1,"[[], [], []]","[[], [], [], ['=']]",[],['cn'],['var']
1414,19950300112,360^{\circ},1,"[[], [], ['msup$\\']]","[[], [], ['\\$msup'], ['\\', 'msup']]",['msup$mrow$\\'],['msup$cn'],['msup$mrow$var']
1415,19950300112,y=x^2 ,1,"[[], [], ['=$msup']]","[[], [], ['=$msup'], ['=', 'msup']]",[],['msup$cn'],"['var', 'msup$var']"
1416,19950400108,(\cos x- \sin x)^{2}=1-\sin 2x,1,"[['msup$mfenced$\\$cos', 'mfenced$\\$cos$-', '\\$cos$-$\\', 'cos$-$\\$sin', '-$\\$sin$=', '\\$sin$=$-', 'sin$=$-$\\', '=$-$\\$sin'], ['msup$mfenced$\\', 'mfenced$\\$cos', '\\$cos$-', 'cos$-$\\', '-$\\$sin', '\\$sin$=', 'sin$=$-', '=$-$\\', '-$\\$sin'], ['msup$mfenced', 'mfenced$\\', '\\$cos', 'cos$-', '-$\\', '\\$sin', 'sin$=', '=$-', '-$\\', '\\$sin']]","[['-$-$\\$\\', '-$\\$\\$\\', '\\$\\$\\$=', '\\$\\$=$cos', '\\$=$cos$mfenced', '=$cos$mfenced$msup', 'cos$mfenced$msup$sin', 'mfenced$msup$sin$sin'], ['-$-$\\', '-$\\$\\', '\\$\\$\\', '\\$\\$=', '\\$=$cos', '=$cos$mfenced', 'cos$mfenced$msup', 'mfenced$msup$sin', 'msup$sin$sin'], ['-$-', '-$\\', '\\$\\', '\\$\\', '\\$=', '=$cos', 'cos$mfenced', 'mfenced$msup', 'msup$sin', 'sin$sin'], ['-', '-', '\\', '\\', '\\', '=', 'cos', 'mfenced', 'msup', 'sin', 'sin']]","['msup$mfenced', 'msup$mfenced$\\', 'msup$mfenced$cos', 'msup$mfenced$-', 'msup$mfenced$\\', 'msup$mfenced$sin']","['msup$mrow$cn', 'cn']","['var', 'msup$mfenced$var']"
1417,19950400108,y=\cos x-\sin x,1,"[['=$\\$cos$-', '\\$cos$-$\\', 'cos$-$\\$sin'], ['=$\\$cos', '\\$cos$-', 'cos$-$\\', '-$\\$sin'], ['=$\\', '\\$cos', 'cos$-', '-$\\', '\\$sin']]","[['-$\\$\\$=', '\\$\\$=$cos', '\\$=$cos$sin'], ['-$\\$\\', '\\$\\$=', '\\$=$cos', '=$cos$sin'], ['-$\\', '\\$\\', '\\$=', '=$cos', 'cos$sin'], ['-', '\\', '\\', '=', 'cos', 'sin']]",[],[],['var']
1418,19960100104,\int_{2}^{4}(\frac{x^3-10}{x^2})dx,1,"[['\\$#8747;$mfenced$\\', '#8747;$mfenced$\\$mfrac', 'mfenced$\\$mfrac$mfenced', '\\$mfrac$mfenced$msup', 'mfrac$mfenced$msup$-', 'mfenced$msup$-$msup'], ['\\$#8747;$mfenced', '#8747;$mfenced$\\', 'mfenced$\\$mfrac', '\\$mfrac$mfenced', 'mfrac$mfenced$msup', 'mfenced$msup$-', 'msup$-$msup'], ['\\$#8747;', '#8747;$mfenced', 'mfenced$\\', '\\$mfrac', 'mfrac$mfenced', 'mfenced$msup', 'msup$-', '-$msup']]","[['-$#8747;$\\$\\', '#8747;$\\$\\$mfenced', '\\$\\$mfenced$mfenced', '\\$mfenced$mfenced$mfrac', 'mfenced$mfenced$mfrac$msup', 'mfenced$mfrac$msup$msup'], ['-$#8747;$\\', '#8747;$\\$\\', '\\$\\$mfenced', '\\$mfenced$mfenced', 'mfenced$mfenced$mfrac', 'mfenced$mfrac$msup', 'mfrac$msup$msup'], ['-$#8747;', '#8747;$\\', '\\$\\', '\\$mfenced', 'mfenced$mfenced', 'mfenced$mfrac', 'mfrac$msup', 'msup$msup'], ['-', '#8747;', '\\', '\\', 'mfenced', 'mfenced', 'mfrac', 'msup', 'msup']]","['msubsup$#8747;', 'mfenced$\\', 'mfenced$mfrac', 'mfenced$mfrac$mfenced', 'mfenced$mfrac$mfenced$msup', 'mfenced$mfrac$mfenced$-', 'mfenced$mfrac$mrow$msup']","['mfenced$mfrac$mrow$msup$cn', 'mfenced$mfrac$mfenced$msup$cn', 'mfenced$mfrac$mfenced$cn', 'msubsup$mrow$cn']","['var', 'mfenced$mfrac$mrow$msup$var', 'mfenced$mfrac$mfenced$msup$var']"
1419,19960100110,y=7+6x-x^2,1,"[['=$+$-$msup'], ['=$+$-', '+$-$msup'], ['=$+', '+$-', '-$msup']]","[['-$+$=$msup'], ['-$+$=', '+$=$msup'], ['-$+', '+$=', '=$msup'], ['-', '+', '=', 'msup']]",[],"['cn', 'msup$cn']","['var', 'msup$var']"
